group,psc_desc,psc,Level1,Level_1_Category,Level_2,Level_2_Category
AT,R&D- OTHER TRANSPORTATION: HUMAN FACTORS CONCERNING TRANSPORTATION MANAGEMENT/SUPPORT,AT26,2,Professional Services,2.3,Management Advisory Services
AT,R&D- OTHER TRANSPORTATION: HUMAN FACTORS CONCERNING TRANSPORTATION COMMERCIALIZED,AT27,17,Research and Development,17.4,Commericalization
AT,R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS BASIC RESEARCH,AT31,17,Research and Development,17.3,Technology Base
AT,R&D- OTHER TRANSPORTATION: NAVIGATION/NAVIGATIONAL AIDS APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AT32,17,Research and Development,17.3,Technology Base
AT,R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS ADVANCED DEVELOPMENT,AT33,17,Research and Development,17.1,Systems Development
AT,R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS ENGINEERING DEVELOPMENT,AT34,17,Research and Development,17.1,Systems Development
AT,R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS OPERATIONAL SYSTEMS DEVELOPMENT,AT35,17,Research and Development,17.2,Operational Systems Development
AT,R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS MANAGEMENT/SUPPORT,AT36,2,Professional Services,2.3,Management Advisory Services
AT,R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS COMMERCIALIZED,AT37,17,Research and Development,17.4,Commericalization
AT,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY BASIC RESEARCH,AT41,17,Research and Development,17.3,Technology Base
AT,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AT42,17,Research and Development,17.3,Technology Base
AT,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY ADVANCED DEVELOPMENT,AT43,17,Research and Development,17.1,Systems Development
AT,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY ENGINEERING DEVELOPMENT,AT44,17,Research and Development,17.1,Systems Development
AT,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY OPERATIONAL SYSTEMS DEVELOPMENT,AT45,17,Research and Development,17.2,Operational Systems Development
AT,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY MANAGEMENT/SUPPORT,AT46,2,Professional Services,2.3,Management Advisory Services
AT,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY COMMERCIALIZED,AT47,17,Research and Development,17.4,Commericalization
AT,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY BASIC RESEARCH,AT51,17,Research and Development,17.3,Technology Base
AT,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AT52,17,Research and Development,17.3,Technology Base
AT,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY ADVANCED DEVELOPMENT,AT53,17,Research and Development,17.1,Systems Development
AT,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY ENGINEERING DEVELOPMENT,AT54,17,Research and Development,17.1,Systems Development
AT,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY OPERATIONAL SYSTEMS DEVELOPMENT,AT55,17,Research and Development,17.2,Operational Systems Development
AT,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY MANAGEMENT/SUPPORT,AT56,2,Professional Services,2.3,Management Advisory Services
AT,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY COMMERCIALIZED,AT57,17,Research and Development,17.4,Commericalization
AT,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT BASIC RESEARCH,AT61,17,Research and Development,17.3,Technology Base
AT,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AT62,17,Research and Development,17.3,Technology Base
AT,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT ADVANCED DEVELOPMENT,AT63,17,Research and Development,17.1,Systems Development
AT,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT ENGINEERING DEVELOPMENT,AT64,17,Research and Development,17.1,Systems Development
AT,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT OPERATIONAL SYSTEMS DEVELOPMENT,AT65,17,Research and Development,17.2,Operational Systems Development
AT,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT MANAGEMENT/SUPPORT,AT66,2,Professional Services,2.3,Management Advisory Services
AT,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT COMMERCIALIZED,AT67,17,Research and Development,17.4,Commericalization
AT,R&D- OTHER TRANSPORTATION: TUNNELS AND OTHER SUBSURFACE STRUCTURES BASIC RESEARCH,AT71,17,Research and Development,17.3,Technology Base
AT,R&D- OTHER TRANSPORTATION: TUNNELS/OTHER SUBSURF STRUC APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AT72,17,Research and Development,17.3,Technology Base
AT,R&D- OTHER TRANSPORTATION: TUNNELS AND OTHER SUBSURFACE STRUCTURES ADVANCED DEVELOPMENT,AT73,17,Research and Development,17.1,Systems Development
AT,R&D- OTHER TRANSPORTATION: TUNNELS AND OTHER SUBSURFACE STRUCTURES ENGINEERING DEVELOPMENT,AT74,17,Research and Development,17.1,Systems Development
AT,R&D- OTHER TRANSPORTATION: TUNNELS AND OTHER SUBSURFACE STRUCTURES OPERATIONAL SYSTEMS DEVELOPMENT,AT75,17,Research and Development,17.2,Operational Systems Development
AT,R&D- OTHER TRANSPORTATION: TUNNELS AND OTHER SUBSURFACE STRUCTURES MANAGEMENT/SUPPORT,AT76,2,Professional Services,2.3,Management Advisory Services
AT,R&D- OTHER TRANSPORTATION: TUNNELS AND OTHER SUBSURFACE STRUCTURES COMMERCIALIZED,AT77,17,Research and Development,17.4,Commericalization
AT,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATERIALS BASIC RESEARCH,AT81,17,Research and Development,17.3,Technology Base
AT,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZ MAT APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AT82,17,Research and Development,17.3,Technology Base
AT,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATERIALS ADVANCED DEVELOPMENT,AT83,17,Research and Development,17.1,Systems Development
AT,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATERIALS ENGINEERING DEVELOPMENT,AT84,17,Research and Development,17.1,Systems Development
AT,&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATERIALS OPERATIONAL SYSTEMS DEVELOPMENT,AT85,17,Research and Development,17.2,Operational Systems Development
AT,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATERIALS MANAGEMENT/SUPPORT,AT86,2,Professional Services,2.3,Management Advisory Services
AT,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATS COMMERCIALIZED,AT87,17,Research and Development,17.4,Commericalization
AT,R&D- OTHER TRANSPORTATION: OTHER GENERAL BASIC RESEARCH,AT91,17,Research and Development,17.3,Technology Base
AT,R&D- OTHER TRANSPORTATION: OTHER GENERAL APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AT92,17,Research and Development,17.3,Technology Base
AT,R&D- OTHER TRANSPORTATION: OTHER GENERAL ADVANCED DEVELOPMENT,AT93,17,Research and Development,17.1,Systems Development
AT,R&D- OTHER TRANSPORTATION: OTHER GENERAL ENGINEERING DEVELOPMENT,AT94,17,Research and Development,17.1,Systems Development
AT,R&D- OTHER TRANSPORTATION: OTHER GENERAL OPERATIONAL SYSTEMS DEVELOPMENT,AT95,17,Research and Development,17.2,Operational Systems Development
AT,R&D- OTHER TRANSPORTATION: OTHER GENERAL MANAGEMENT/SUPPORT,AT96,2,Professional Services,2.3,Management Advisory Services
AT,R&D- OTHER TRANSPORTATION: OTHER GENERAL COMMERCIALIZED,AT97,17,Research and Development,17.4,Commericalization
AV,R&D- MINING: SUBSURFACE MINING EQUIPMENT BASIC RESEARCH,AV11,17,Research and Development,17.3,Technology Base
AV,R&D- MINING: SUBSURFACE MINING EQUIPMENT APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AV12,17,Research and Development,17.3,Technology Base
AV,R&D- MINING: SUBSURFACE MINING EQUIPMENT ADVANCED DEVELOPMENT,AV13,17,Research and Development,17.1,Systems Development
AV,R&D- MINING: SUBSURFACE MINING EQUIPMENT ENGINEERING DEVELOPMENT,AV14,17,Research and Development,17.1,Systems Development
AV,R&D- MINING: SUBSURFACE MINING EQUIPMENT OPERATIONAL SYSTEMS DEVELOPMENT,AV15,17,Research and Development,17.2,Operational Systems Development
AV,R&D- MINING: SUBSURFACE MINING EQUIPMENT MANAGEMENT/SUPPORT,AV16,2,Professional Services,2.3,Management Advisory Services
AV,R&D- MINING: SUBSURFACE MINING EQUIPMENT COMMERCIALIZED,AV17,17,Research and Development,17.4,Commericalization
AV,R&D- MINING: SURFACE MINING EQUIPMENT BASIC RESEARCH,AV21,17,Research and Development,17.3,Technology Base
AV,R&D- MINING: SURFACE MINING EQUIPMENT APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AV22,17,Research and Development,17.3,Technology Base
AV,R&D- MINING: SURFACE MINING EQUIPMENT ADVANCED DEVELOPMENT,AV23,17,Research and Development,17.1,Systems Development
AV,R&D- MINING: SURFACE MINING EQUIPMENT ENGINEERING DEVELOPMENT,AV24,17,Research and Development,17.1,Systems Development
AV,R&D- MINING: SURFACE MINING EQUIPMENT OPERATIONAL SYSTEMS DEVELOPMENT,AV25,17,Research and Development,17.2,Operational Systems Development
AV,R&D- MINING: SURFACE MINING EQUIPMENT MANAGEMENT/SUPPORT,AV26,2,Professional Services,2.3,Management Advisory Services
AV,R&D- MINING: SURFACE MINING EQUIPMENT COMMERCIALIZED,AV27,17,Research and Development,17.4,Commericalization
AV,R&D- MINING: SUBSURFACE MINING METHODS BASIC RESEARCH,AV31,17,Research and Development,17.3,Technology Base
AV,R&D- MINING: SUBSURFACE MINING METHODS APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AV32,17,Research and Development,17.3,Technology Base
AV,R&D- MINING: SUBSURFACE MINING METHODS ADVANCED DEVELOPMENT,AV33,17,Research and Development,17.1,Systems Development
AV,R&D- MINING: SUBSURFACE MINING METHODS ENGINEERING DEVELOPMENT,AV34,17,Research and Development,17.1,Systems Development
AV,R&D- MINING: SUBSURFACE MINING METHODS OPERATIONAL SYSTEMS DEVELOPMENT,AV35,17,Research and Development,17.2,Operational Systems Development
AV,R&D- MINING: SUBSURFACE MINING METHODS MANAGEMENT/SUPPORT,AV36,2,Professional Services,2.3,Management Advisory Services
AV,R&D- MINING: SUBSURFACE MINING METHODS COMMERCIALIZED,AV37,17,Research and Development,17.4,Commericalization
AV,R&D- MINING: SURFACE MINING METHODS BASIC RESEARCH,AV41,17,Research and Development,17.3,Technology Base
AV,R&D- MINING: SURFACE MINING METHODS APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AV42,17,Research and Development,17.3,Technology Base
AV,R&D- MINING: SURFACE MINING METHODS ADVANCED DEVELOPMENT,AV43,17,Research and Development,17.1,Systems Development
AV,R&D- MINING: SURFACE MINING METHODS ENGINEERING DEVELOPMENT,AV44,17,Research and Development,17.1,Systems Development
AV,R&D- MINING: SURFACE MINING METHODS OPERATIONAL SYSTEMS DEVELOPMENT,AV45,17,Research and Development,17.2,Operational Systems Development
AV,R&D- MINING: SURFACE MINING METHODS MANAGEMENT/SUPPORT,AV46,2,Professional Services,2.3,Management Advisory Services
AV,R&D- MINING: SURFACE MINING METHODS COMMERCIALIZED,AV47,17,Research and Development,17.4,Commericalization
AV,R&D- MINING: MINING RECLAMATION METHODS BASIC RESEARCH,AV51,17,Research and Development,17.3,Technology Base
AV,R&D- MINING: MINING RECLAMATION METHODS APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AV52,17,Research and Development,17.3,Technology Base
AV,R&D- MINING: MINING RECLAMATION METHODS ADVANCED DEVELOPMENT,AV53,17,Research and Development,17.1,Systems Development
AV,R&D- MINING: MINING RECLAMATION METHODS ENGINEERING DEVELOPMENT,AV54,17,Research and Development,17.1,Systems Development
AV,R&D- MINING: MINING RECLAMATION METHODS OPERATIONAL SYSTEMS DEVELOPMENT,AV55,17,Research and Development,17.2,Operational Systems Development
AV,R&D- MINING: MINING RECLAMATION METHODS MANAGEMENT/SUPPORT,AV56,2,Professional Services,2.3,Management Advisory Services
AV,R&D- MINING: MINING RECLAMATION METHODS COMMERCIALIZED,AV57,17,Research and Development,17.4,Commericalization
AV,R&D- MINING: MINING SAFETY BASIC RESEARCH,AV61,17,Research and Development,17.3,Technology Base
AV,R&D- MINING: MINING SAFETY APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AV62,17,Research and Development,17.3,Technology Base
AV,R&D- MINING: MINING SAFETY ADVANCED DEVELOPMENT,AV63,17,Research and Development,17.1,Systems Development
AV,R&D- MINING: MINING SAFETY ENGINEERING DEVELOPMENT,AV64,17,Research and Development,17.1,Systems Development
AV,R&D- MINING: MINING SAFETY OPERATIONAL SYSTEMS DEVELOPMENT,AV65,17,Research and Development,17.2,Operational Systems Development
AV,R&D- MINING: MINING SAFETY MANAGEMENT/SUPPORT,AV66,2,Professional Services,2.3,Management Advisory Services
AV,R&D- MINING: MINING SAFETY COMMERCIALIZED,AV67,17,Research and Development,17.4,Commericalization
AV,R&D- MINING: METALLURGICAL BASIC RESEARCH,AV71,17,Research and Development,17.3,Technology Base
AV,R&D- MINING: METALLURGICAL APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AV72,17,Research and Development,17.3,Technology Base
AV,R&D- MINING: METALLURGICAL ADVANCED DEVELOPMENT,AV73,17,Research and Development,17.1,Systems Development
AV,R&D- MINING: METALLURGICAL ENGINEERING DEVELOPMENT,AV74,17,Research and Development,17.1,Systems Development
AV,R&D- MINING: METALLURGICAL OPERATIONAL SYSTEMS DEVELOPMENT,AV75,17,Research and Development,17.2,Operational Systems Development
AV,R&D- MINING: METALLURGICAL MANAGEMENT/SUPPORT,AV76,2,Professional Services,2.3,Management Advisory Services
AV,R&D- MINING: METALLURGICAL COMMERCIALIZED,AV77,17,Research and Development,17.4,Commericalization
AV,R&D- MINING: OTHER MINING ACTIVITIES BASIC RESEARCH,AV91,17,Research and Development,17.3,Technology Base
AV,R&D- MINING: OTHER MINING ACTIVITIES APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AV92,17,Research and Development,17.3,Technology Base
AV,R&D- MINING: OTHER MINING ACTIVITIES ADVANCED DEVELOPMENT,AV93,17,Research and Development,17.1,Systems Development
AV,R&D- MINING: OTHER MINING ACTIVITIES ENGINEERING DEVELOPMENT,AV94,17,Research and Development,17.1,Systems Development
AV,R&D- MINING: OTHER MINING ACTIVITIES OPERATIONAL SYSTEMS DEVELOPMENT,AV95,17,Research and Development,17.2,Operational Systems Development
AV,R&D- MINING: OTHER MINING ACTIVITIES MANAGEMENT/SUPPORT,AV96,2,Professional Services,2.3,Management Advisory Services
AV,R&D- MINING: OTHER MINING ACTIVITIES COMMERCIALIZED,AV97,17,Research and Development,17.4,Commericalization
AZ,R&D- OTHER RESEARCH AND DEVELOPMENT BASIC RESEARCH,AZ11,17,Research and Development,17.3,Technology Base
AZ,R&D- OTHER RESEARCH AND DEVELOPMENT APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,AZ12,17,Research and Development,17.3,Technology Base
AZ,R&D- OTHER RESEARCH AND DEVELOPMENT ADVANCED DEVELOPMENT,AZ13,17,Research and Development,17.1,Systems Development
AZ,R&D- OTHER RESEARCH AND DEVELOPMENT ENGINEERING DEVELOPMENT,AZ14,17,Research and Development,17.1,Systems Development
AZ,R&D- OTHER RESEARCH AND DEVELOPMENT OPERATIONAL SYSTEMS DEVELOPMENT,AZ15,17,Research and Development,17.2,Operational Systems Development
AZ,R&D- OTHER RESEARCH AND DEVELOPMENT MANAGEMENT/SUPPORT,AZ16,2,Professional Services,2.3,Management Advisory Services
AZ,R&D- OTHER RESEARCH AND DEVELOPMENT COMMERCIALIZED,AZ17,17,Research and Development,17.4,Commericalization
B5,SPECIAL STUDIES/ANALYSIS- AIR QUALITY,B502,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,B503,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- CHEMICAL/BIOLOGICAL,B504,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- COST BENEFIT,B505,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- DATA OTHER THAN SCIENTIFIC,B506,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- ECONOMIC,B507,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- ENDANGERED SPECIES: PLANT/ANIMAL,B509,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,B510,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- FEASIBILITY NON-CONSTRUCTION,B513,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- ANIMAL/FISHERIES,B516,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- GEOLOGICAL,B517,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- GEOPHYSICAL,B518,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- GEOTECHNICAL,B519,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- GRAZING/RANGE,B520,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- HISTORICAL,B521,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- LEGAL,B522,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- MATHEMATICAL/STATISTICAL,B524,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- NATURAL RESOURCE,B525,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- OCEANOLOGICAL,B526,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- RECREATION,B527,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- REGULATORY,B528,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- SCIENTIFIC DATA,B529,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- SEISMOLOGICAL,B530,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- SOIL,B532,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- WATER QUALITY,B533,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- WILDLIFE,B534,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- MEDICAL/HEALTH,B537,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- INTELLIGENCE,B538,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- AERONAUTICAL/SPACE,B539,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- BUILDING TECHNOLOGY,B540,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- DEFENSE,B541,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- EDUCATIONAL,B542,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- ENERGY,B543,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- TECHNOLOGY,B544,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- HOUSING/COMMUNITY DEVELOPMENT,B545,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- SECURITY PHYSICAL/PERSONAL,B546,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- ACCOUNTING/FINANCIAL MANAGEMENT,B547,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- TRADE ISSUE,B548,2,Professional Services,2.7,Trade Policy and Services
B5,SPECIAL STUDIES/ANALYSIS- FOREIGN/NATIONAL SECURITY POLICY,B549,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,B550,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- MOBILIZATION/PREPAREDNESS,B551,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- MANPOWER,B552,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- COMMUNICATIONS,B553,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- ACQUISITION POLICY/PROCEDURES,B554,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- ELDERLY/HANDICAPPED,B555,2,Professional Services,2.3,Management Advisory Services
B5,SPECIAL STUDIES/ANALYSIS- OTHER,B599,2,Professional Services,2.3,Management Advisory Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: OFFICE BUILDINGS,C1AA,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: CONFERENCE SPACE AND FACILITIES,C1AB,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER ADMINISTRATIVE FACILITIES/SERVICE BUILDINGS,C1AZ,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIR TRAFFIC CONTROL TOWERS,C1BA,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIR TRAFFIC CONTROL TRAINING FACILITIES,C1BB,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: RADAR AND NAVIGATIONAL FACILITIES,C1BC,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIRPORT RUNWAYS AND TAXIWAYS,C1BD,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIRPORT TERMINALS,C1BE,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: MISSILE SYSTEM FACILITIES,C1BF,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: ELECTRONIC AND COMMUNICATIONS FACILITIES,C1BG,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER AIRFIELD STRUCTURES,C1BZ,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: SCHOOLS,C1CA,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER EDUCATIONAL BUILDINGS,C1CZ,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: HOSPITALS AND INFIRMARIES,C1DA,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: LABORATORIES AND CLINICS,C1DB,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER HOSPITAL BUILDINGS,C1DZ,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: AMMUNITION FACILITIES,C1EA,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: MAINTENANCE BUILDINGS,C1EB,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: PRODUCTION BUILDINGS,C1EC,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: SHIP CONSTRUCTION AND REPAIR FACILITIES,C1ED,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: TANK AUTOMOTIVE FACILITIES,C1EE,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER INDUSTRIAL BUILDINGS,C1EZ,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: FAMILY HOUSING FACILITIES,C1FA,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: RECREATIONAL BUILDINGS,C1FB,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: TROOP HOUSING FACILITIES,C1FC,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: DINING FACILITIES,C1FD,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: RELIGIOUS FACILITIES,C1FE,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: PENAL FACILITIES,C1FF,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER RESIDENTIAL BUILDINGS,C1FZ,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: AMMUNITION STORAGE BUILDINGS,C1GA,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: FOOD OR GRAIN STORAGE BUILDINGS,C1GB,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: FUEL STORAGE BUILDINGS,C1GC,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: OPEN STORAGE FACILITIES,C1GD,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER WAREHOUSE BUILDINGS,C1GZ,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: GOVERNMENT-OWNED CONTRACTOR-OPERATED GOCO R&D FACS,C1HA,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: GOVERNMENT-OWNED GOVERNMENT-OPERATED GOGO R&D FACS,C1HB,4,Facilities & Construction,4.2,Construction Related Services
C1,ARCHITECT AND ENGINEERING- CONSTRUCTION: GOVT-OWNED CTR-OPERATED GOCO ENVIRONMENTAL LABORATORIES,C1HC,4,Facilities & Construction,4.2,Construction Related Services
